Add To New Account Master,EOL Tag,Model Tag,Insights Tag,BIS Tag,Internal Enrichment Tag,External Enrichment Tag,Segmentation Tag,Segment Bucketing,ExternalColumnID,Source,SourceColumnName,Description,DataType,Display Name,Category,SubCategory,StatisticalType,DisplayDiscretizationStrategy,FundamentalType
Y,N,Y,N,N,N,Y,Y,N,CRMAlert,BuiltWith_Pivoted_Source,,The company has recently updated its CRM technologies as on the company's website.,BIT,CRM Tech Update Alert,WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",ALPHA
Y,N,Y,N,N,N,Y,Y,N,DataFeedsTechnologiesTopAttributes,BuiltWith_Pivoted_Source,,A popular Data Feed Technology is detected in use,NVARCHAR(500),Has Top Data Feed Tech,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
N,N,N,N,N,N,N,N,N,DerogatoryIndicator,VC,,"Indicator of derogatory event such as a tax lien, bankruptcy etc.",NVARCHAR(10),Derogatory Credit Event Detected,GROWTH_TRENDS,Other,NOMINAL,,BOOLEAN
N,,Y,N,N,N,N,N,N,DisposableEmail,N/A,,Lead email is from a known disposable email provider,BIT,Disposable Email Used,WEBSITE_PROFILE,Other,ORDINAL,,BOOLEAN
Y,N,Y,N,N,N,Y,Y,N,Facebook_Likes,Orb,,Number of 'Likes' on Company's Facebook Page,INT,Facebook Likes,ONLINE_PRESENCE,Other,RATIO,"{""geometric"": { ""minValue"":10,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,Facebook_Url,Orb,,Link to company's Facebook page,NVARCHAR(500),Facebook Page,ONLINE_PRESENCE,Other,NOMINAL,,URI
N,,Y,N,N,N,N,N,N,Feature_Pivoted_Source_IsMatched,N/A,,Internal Source Match Attribute Feature,BIT,Internal Source Match Attribute Feature,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
Y,N,Y,N,N,N,Y,N,N,FeatureAverageDocumentSizeFetched,Feature_Pivoted_Source,Average_Document_Size_Fetched,Average page size of company website fetched (Bytes),INT,Avg. Web Page Size Retrieved (Bytes),WEBSITE_PROFILE,Other,RATIO,,NUMERIC
Y,N,Y,Y,Y,N,Y,N,N,FeatureAverageDocumentSizeProcessed,Feature_Pivoted_Source,Average_Document_Size_Processed,Average page size of company website (Bytes),INT,Avg. Web Page Size (Bytes),WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureCurrencyEuro,Feature_Pivoted_Source,Currency_Euro,Instances on company website where currency symbol: Euro is identified in website.,INT,Euro Symbol Instances,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureCurrencyJapanYen,Feature_Pivoted_Source,Currency_Japan_Yen,Instances on company website where currency symbol: Japan Yen is identified in website.,INT,Japan Yen Symbol Instances,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureCurrencySwissFranc,Feature_Pivoted_Source,Currency_Swiss_Franc,Instances on company website where currency symbol: Swiss Franc is identified in website.,INT,Swiss Franc Symbol Instances,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureCurrencyUKPound,Feature_Pivoted_Source,Currency_UK_Pound,Instances on company website where currency symbol: UK Pound is identified in website.,INT,UK Pound Symbol Instances,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureCurrencyUSDollar,Feature_Pivoted_Source,Currency_US_Dollar,Instances on company website where currency symbol: US Dollar is identified in website.,INT,US Dollar Symbol Instances,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureExecutionEvaluate,Feature_Pivoted_Source,Execution_Evaluate,Internal attribute Execution Evaluation in Feature source,INT,Execution Evaluation,WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureExecutionFetch,Feature_Pivoted_Source,Execution_Fetch,Internal attribute Execution Fetch in Feature source,INT,Execution Fetch,WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureExecutionFull,Feature_Pivoted_Source,Execution_Full,Internal attribute Execution Full in Feature source,INT,Execution Full,WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureGlobalBag,Feature_Pivoted_Source,Global_Bag,Instances on the company website code where word Bag is identified.,INT,"""Bag"" Instances in Website Code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureGlobalBasket,Feature_Pivoted_Source,Global_Basket,Instances on the company website code where word Basket is identified.,INT,"""Basket"" Instances in Website Code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureGlobalCart,Feature_Pivoted_Source,Global_Cart,Instances on the company website code where word Cart is identified.,INT,"""Cart"" Instances in Website Code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureGlobalProduct,Feature_Pivoted_Source,Global_Product,Instances on the company website code where word Product is identified.,INT,"""Product"" Instances in Website Code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureGlobalShop,Feature_Pivoted_Source,Global_Shop,Instances on the company website code where word Shop is identified.,INT,"""Shop"" Instances in Website Code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureGlobalStore,Feature_Pivoted_Source,Global_Store,Instances on the company website code where word Store is identified.,INT,"""Store"" Instances in Website Code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,,N,N,N,N,N,N,FeatureHtmlDescription,Feature_Pivoted_Source,HtmlDescription,The description of the company defined in the HTML of the company website,NVARCHAR(1000),Website Description,WEBSITE_PROFILE,Other,RATIO,,ALPHA
N,,,N,N,N,N,N,N,FeatureHtmlKeywords,Feature_Pivoted_Source,HtmlKeywords,Keywords defined in the HTML of the company website,NVARCHAR(1000),Website Keywords,WEBSITE_PROFILE,Other,RATIO,,ALPHA
N,,,N,N,N,N,N,N,FeatureHtmlTitle,Feature_Pivoted_Source,HtmlTitle,Title text defined in the HTML of the company website,NVARCHAR(1000),Website Title,WEBSITE_PROFILE,Other,RATIO,,ALPHA
Y,N,Y,N,N,N,Y,N,N,FeatureInputValueAddItem,Feature_Pivoted_Source,InputValue_Add_Item,Number of input fields on company website where word Add Item is identified.,INT,"Input Fields with ""Add Item""",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureInputValueAddToBag,Feature_Pivoted_Source,InputValue_Add_To_Bag,Number of input fields on company website where word Add To Bag is identified.,INT,"Input Fields with ""Add To Bag""",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureInputValueAddToBasket,Feature_Pivoted_Source,InputValue_Add_To_Basket,Number of input fields on company website where word Add To Basket is identified.,INT,"Input Fields with ""Add To Basket""",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureInputValueAddToCart,Feature_Pivoted_Source,InputValue_Add_To_Cart,Number of input fields on company website where word Add To Cart is identified.,INT,"Input Fields with ""Add To Cart""",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureJavaScriptBag,Feature_Pivoted_Source,JavaScript_Bag,Instances on company website where word Bag is identified in JavaScript.,INT,"""Bag"" Instances in JavaScript",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,Y,N,N,N,N,N,N,FiftyFiveHundred_smallFirms_Source_IsMatched,N/A,,Internal Source Match Attribute 5500 Small,BIT,Internal Source Match Attribute 5500 Small,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
Y,N,Y,N,N,N,Y,N,N,FeatureJavaScriptBasket,Feature_Pivoted_Source,JavaScript_Basket,Instances on company website where word Basket is identified in JavaScript.,INT,"""Basket"" Instances in JavaScript",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureJavaScriptCart,Feature_Pivoted_Source,JavaScript_Cart,Instances on company website where word Cart is identified in JavaScript.,INT,"""Cart"" Instances in JavaScript",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureJavaScriptProduct,Feature_Pivoted_Source,JavaScript_Product,Instances on company website where word Product is identified in JavaScript.,INT,"""Product"" Instances in JavaScript",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureJavaScriptShop,Feature_Pivoted_Source,JavaScript_Shop,Instances on company website where word Shop is identified in JavaScript.,INT,"""Shop"" Instances in JavaScript",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureJavaScriptStore,Feature_Pivoted_Source,JavaScript_Store,Instances on company website where word Store is identified in JavaScript.,INT,"""Store"" Instances in JavaScript",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,Y,N,N,N,N,N,N,FeatureNumDocumentsFetched,Feature_Pivoted_Source,Num_Documents_Fetched,Quantity of pages retrieved by Lattice in automated company website scraping,INT,Home Page Sample,WEBSITE_PROFILE,Other,RATIO,,NUMERIC
N,,Y,N,N,N,N,N,N,FeatureNumDocumentsProcessed,Feature_Pivoted_Source,Num_Documents_Processed,Quantity of pages processed by Lattice in automated company website scraping,INT,Home Page Processed,WEBSITE_PROFILE,Other,RATIO,,NUMERIC
N,,,N,N,N,N,N,N,FeatureProcessed,Feature_Pivoted_Source,Processed,Indicator showing Lattice's automated website scraping completed successfully,NVARCHAR(4000),Home Page Completed,WEBSITE_PROFILE,Other,RATIO,,ALPHA
Y,N,Y,N,N,N,Y,N,N,FeatureRefSrcBag,Feature_Pivoted_Source,RefSrc_Bag,Number of occurrences of the term Bag in the website's code.,INT,"""Bag""  in Website Code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureRefSrcBasket,Feature_Pivoted_Source,RefSrc_Basket,Number of occurrences of the term Basket in the website's code.,INT,"""Basket""  in Website code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureRefSrcCart,Feature_Pivoted_Source,RefSrc_Cart,Number of occurrences of the term Cart in the website's code.,INT,"""Cart""  in Website Code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureRefSrcProduct,Feature_Pivoted_Source,RefSrc_Product,Number of occurrences of the term Product in the website's code.,INT,"""Product""  in Website Code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureRefSrcShop,Feature_Pivoted_Source,RefSrc_Shop,Number of occurrences of the term Shop in the website's code.,INT,"""Shop""  in Website Code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,,N,N,N,N,N,N,NetProspex_Source_IsMatched,N/A,,Internal Source Match Attribute NetProspex,BIT,Internal Source Match Attribute NetProspex,FIRMOGRAPHICS,Other,,,BOOLEAN
Y,N,Y,N,N,N,Y,N,N,FeatureRefSrcStore,Feature_Pivoted_Source,RefSrc_Store,Number of occurrences of the term Store in the website's code.,INT,"""Store""  in Website Code",WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermAddItem,Feature_Pivoted_Source,Term_Add_Item,"Number of occurrences of the term Add Item, Agregar artículo, Ajouter un item on the organization's website.",INT,Add Item,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermAddToBag,Feature_Pivoted_Source,Term_Add_To_Bag,Number of occurrences of the term Add To Bag on the organization's website.,INT,Add To Bag,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermAddToBasket,Feature_Pivoted_Source,Term_Add_To_Basket,"Number of occurrences of the term Add To Basket, Ajouter au panier on the organization's website.",INT,Add To Basket,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,N,N,FeatureTermAddToCart,Feature_Pivoted_Source,Term_Add_To_Cart,"Number of occurrences of the term Add To Cart, Agregar al carrito, Añadir al carrito on the organization's website.",INT,Add To Cart,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermAssociationManagementSoftware,Feature_Pivoted_Source,Term_Association_Management_Software,Number of occurrences of the term Association Management Software on the organization's website.,INT,Association Mgmt. Software,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermBag,Feature_Pivoted_Source,Term_Bag,"Number of occurrences of the term Bag, Sac on the organization's website.",INT,Bag,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermBargain,Feature_Pivoted_Source,Term_Bargain,Number of occurrences of the term Bargain on the organization's website.,INT,Bargain,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermBasket,Feature_Pivoted_Source,Term_Basket,Number of occurrences of the term Basket on the organization's website.,INT,Basket,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermBillingAddress,Feature_Pivoted_Source,Term_Billing_Address,"Number of occurrences of the term Billing Address, Dirección de facturación, Adresse de facturation on the organization's website.",INT,Billing Address,WEBSITE_KEYWORDS,Payment,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermBillingSolution,Feature_Pivoted_Source,Term_Billing_Solution,Number of occurrences of the term Billing Solution on the organization's website.,INT,Billing Solution,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermBusinessManagementSoftware,Feature_Pivoted_Source,Term_Business_Management_Software,Number of occurrences of the term Business Management Software on the organization's website.,INT,Business Mgmt. Software,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermBuy,Feature_Pivoted_Source,Term_Buy,"Number of occurrences of the term Buy, Acheter on the organization's website.",INT,Buy,WEBSITE_KEYWORDS,Checkout,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermCart,Feature_Pivoted_Source,Term_Cart,Number of occurrences of the term Cart on the organization's website.,INT,Cart,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermCatalog,Feature_Pivoted_Source,Term_Catalog,"Number of occurrences of the term Catalog, Catálogo, Catalogue on the organization's website.",INT,Catalog,WEBSITE_KEYWORDS,Store,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,N,N,FeatureTermCheckout,Feature_Pivoted_Source,Term_Checkout,"Number of occurrences of the term Checkout, Check-out on the organization's website.",INT,Checkout,WEBSITE_KEYWORDS,Checkout,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermCommerceSolutions,Feature_Pivoted_Source,Term_Commerce_Solutions,Number of occurrences of the term Commerce Solutions on the organization's website.,INT,Commerce Solutions,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermContinueShopping,Feature_Pivoted_Source,Term_Continue_Shopping,"Number of occurrences of the term Continue Shopping, Continuar Compra on the organization's website.",INT,Continue Shopping,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
