Add To New Account Master,EOL Tag,Model Tag,Insights Tag,BIS Tag,Internal Enrichment Tag,External Enrichment Tag,Segmentation Tag,Segment Bucketing,ExternalColumnID,Source,SourceColumnName,Description,DataType,Display Name,Category,SubCategory,StatisticalType,DisplayDiscretizationStrategy,FundamentalType
Y,N,Y,N,N,N,Y,N,N,FeatureTermSoftwareforNonprofits,Feature_Pivoted_Source,Term_Software_for_Nonprofits,Number of occurrences of the term Software for Nonprofits on the organization's website.,INT,Software for Nonprofits ,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermStore,Feature_Pivoted_Source,Term_Store,"Number of occurrences of the term Store, Tienda on the organization's website.",INT,Store ,WEBSITE_KEYWORDS,Store,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermWebBuilder,Feature_Pivoted_Source,Term_Web_Builder,Number of occurrences of the term Web Builder on the organization's website.,INT,Web Builder ,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermWebsiteBuilder,Feature_Pivoted_Source,Term_Website_Builder,Number of occurrences of the term Website Builder on the organization's website.,INT,Website Builder ,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermWishList,Feature_Pivoted_Source,Term_Wish_List,Number of occurrences of the term Wish List on the organization's website.,INT,Wish List ,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermYourAccount,Feature_Pivoted_Source,Term_Your_Account,"Number of occurrences of the term Your Account, Tu cuenta, Su cuenta, Ton compte on the organization's website.",INT,Your Account ,WEBSITE_KEYWORDS,Account,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,N,N,FeatureTermYourstore,Feature_Pivoted_Source,Term_Your_store,Number of occurrences of the term Your store on the organization's website.,INT,Your store ,WEBSITE_KEYWORDS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,Y,N,N,N,N,N,N,FiftyFiveHundred_Main_Source_IsMatched,N/A,,Internal Source Match Attribute 5500 Main,BIT,Internal Source Match Attribute 5500 Main,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
N,,N,N,N,N,N,N,N,FraudOrDishonesty,FiftyFiveHundred_smallFirms,,Indicator of fraud or dishonesty declared in annual 5500 filing forms for company retirement plans,NVARCHAR(10),Fraud or Dishonesty Declared,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
N,N,N,N,N,N,N,N,N,FundingAmount,VC,,Amount of most recent funding round from Venture Capital,FLOAT,VC Funding Amount,GROWTH_TRENDS,Other,RATIO,"{""geometric"": { ""minValue"":10000,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",CURRENCY
N,N,N,N,N,N,N,N,N,FundingContractAmount,GovernmentContracts,,Amount of funding provided by government projects and contracts,BIGINT,Government Projects,FIRMOGRAPHICS,Other,,,NUMERIC
N,N,N,N,N,N,N,N,N,FundingContractCategory,GovernmentContracts,,Category of government projects award,NVARCHAR(500),Government Projects Category,FIRMOGRAPHICS,Other,,,ALPHA
N,N,N,N,N,N,N,N,N,FundingContractDate,GovernmentContracts,,Contract award date for government project,DATETIME,Government Projects Contract Date,FIRMOGRAPHICS,Other,,,ALPHA
N,N,N,N,N,N,N,N,N,FundingContractDescription,GovernmentContracts,,Description of the contracted government project,NVARCHAR(100),Government Projects Contract Description,FIRMOGRAPHICS,Other,,,ALPHA
N,N,N,N,N,N,N,N,N,FundingContractNaics,GovernmentContracts,,NAICS code of company awarded government project,INT,Government Projects NAICS,FIRMOGRAPHICS,Other,,,ALPHA
N,N,N,N,N,N,N,N,N,FundingDate,VC,,Date of VC Funding event,DATETIME,VC Funding Date,GROWTH_TRENDS,Other,INTERVAL,,NUMERIC
N,N,N,N,N,N,N,N,N,FundingFinanceRound,VC,,Numerical round of latest venture or growth equity funding,NVARCHAR(100),VC Funding Round,GROWTH_TRENDS,Other,RATIO,"{""linear"": { ""minValue"":0,""stepSize"":1,""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,N,N,N,N,N,N,N,N,FundingFiscalYear,VC,,Government Project Funding Year,INT,Government Funding Year,GROWTH_TRENDS,Other,INTERVAL,,YEAR
N,N,N,N,N,N,N,N,N,FundingGovAgency,GovernmentContracts,,Agency of Government for contracted project,NVARCHAR(500),Government Projects Agency,FIRMOGRAPHICS,Other,,,ALPHA
N,N,N,N,N,N,N,N,N,FundingStage,VC,,Stage of VC Funding event,NVARCHAR(100),VC Funding Stage,GROWTH_TRENDS,Other,ORDINAL,,NUMERIC
N,N,N,N,N,N,N,N,N,FundingTotalContractedAmount,GovernmentContracts,,Total amount of government projects awarded,BIGINT,Amount Of Government Projects,FIRMOGRAPHICS,Other,RATIO,"{""geometric"": { ""minValue"":10000,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",CURRENCY
Y,N,Y,Y,Y,N,N,N,N,HPANumPages,HPA_New_Pivoted_Source,Num_Pages,Number of total pages detected on company website,INT,Total Web Pages,ONLINE_PRESENCE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,N,N,N,N,N,N,N,Intelliscore,Experian,,"Company credit score, 1-100. Higher scores indicate lower credit risk",FLOAT,Credit Score,FIRMOGRAPHICS,Other,RATIO,"{""linear"": { ""minValue"":0,""stepSize"":10,""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,,N,N,N,N,N,N,IsMatched,N/A,,Internal Only,BIT,Lattice Match Indicator,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
N,,Y,Y,Y,N,N,N,N,IsPublicDomain,N/A,,"Indicates whether email represents a public domain, e.g., gmail.com",BIT,Has Public Email Domain,LEAD_INFORMATION,Other,NOMINAL,,BOOLEAN
Y,N,Y,N,N,N,Y,Y,N,JavascriptLibrariesTopAttributes,BuiltWith_Pivoted_Source,,A popular JavaScript Libraries is detected in use,NVARCHAR(500),Has Top JavaScript Libraries,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
N,,,N,N,N,N,N,N,JobsAsOf,Jobs,,Date jobs were last identified.,DATETIME,Date of last Job Posting,FIRMOGRAPHICS,Other,,,NUMERIC
N,,,N,N,N,N,N,N,JobsDescription,Jobs,,Description of most recent job posting,NVARCHAR(1000),Job Posting Description,FIRMOGRAPHICS,Other,,,ALPHA
N,,,N,N,N,N,N,N,JobsLink,Jobs,,Link to job posting,NVARCHAR(200),Jobs Link,FIRMOGRAPHICS,Other,,,URI
N,N,N,N,N,N,N,N,N,JobsRecentJobs,Jobs,,Number of jobs posted in last quarter,INT,Recent Jobs,GROWTH_TRENDS,Other,RATIO,"{""geometric"": { ""minValue"":10,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,,N,N,N,N,N,N,JobsTitle,Jobs,,Title of recent job posting,NVARCHAR(200),Jobs Title,FIRMOGRAPHICS,Other,,,ALPHA
N,N,N,N,N,N,N,N,N,JobsTrendString,Jobs,,Company's hiring level based on number of job postings in last 60 days,NVARCHAR(250),Hiring Trend,GROWTH_TRENDS,Other,NOMINAL,,ALPHA
N,,,N,N,N,N,N,N,Kompass_Source_IsMatched,N/A,,Internal Source Match Attribute Kompass,BIT,Internal Source Match Attribute Kompass,FIRMOGRAPHICS,Other,,,BOOLEAN
N,,Y,N,N,N,N,N,N,LE_Crunchbase_Source_IsMatched,N/A,,Internal Source Match Attribute Crunchbase,BIT,Internal Source Match Attribute Crunchbase,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
N,,Y,N,N,N,N,N,N,LE_Jobs_Source_IsMatched,N/A,,Internal Source Match Attribute Jobs,BIT,Internal Source Match Attribute Jobs,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
N,,,N,N,N,N,N,N,LeasingTrades,Experian,,Quantity of leasing trades conducted by the company,FLOAT,Leasing Trades,FIRMOGRAPHICS,Other,,,ALPHA
N,,Y,N,N,N,N,N,N,LICompanies_Source_IsMatched,N/A,,Internal Source Match Attribute LI,BIT,Internal Source Match Attribute LI,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
Y,N,Y,N,N,N,Y,N,N,LinkedIn_Url,Orb,,Link to company LinkedIn page,NVARCHAR(500),LinkedIn Profile,ONLINE_PRESENCE,Other,NOMINAL,,URI
N,,,N,N,N,N,N,N,MadisonLogicAggregated_Source_IsMatched,N/A,,Internal Source Match Attribute Madison Logic,BIT,Internal Source Match Attribute ML Pivoted,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
Y,N,Y,N,N,N,Y,Y,N,MapsPluginsTopAttributes,BuiltWith_Pivoted_Source,,A popular Mapping Technology is detected in use,NVARCHAR(500),Has Top Maps Tech,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
Y,N,Y,N,N,N,Y,Y,N,MarketingAutomationAlert,BuiltWith_Pivoted_Source,,The company has recently updated its marketing automation technologies as on the company's website.,BIT,Marketing Automation Update,WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",ALPHA
Y,N,Y,N,N,N,Y,Y,N,MarketingAutomationTopAttributes,BuiltWith_Pivoted_Source,,A popular Marketing Automation Technology is detected in use,NVARCHAR(500),Has Top Marketing Automation Tech,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
N,,,N,N,N,N,N,N,MatchedDomain,N/A,,Internal indicator allowing Lattice to obtain domain information when not submitted,NVARCHAR(250),Domain Match Indicator,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
Y,N,Y,N,N,N,Y,Y,N,OperatingSystemsAndServersTopAttributes,BuiltWith_Pivoted_Source,OperatingSystemsandServersTopAttributes,A popular Operating Systems & Servers is detected in use,NVARCHAR(500),Has Top OS & Servers Tech,WEBSITE_PROFILE,Other,NOMINAL,,BOOLEAN
N,,Y,N,N,N,N,N,N,OrbIntelligence_Source_IsMatched,N/A,,Internal Source Match Attribute Orb,BIT,Internal Source Match Attribute Orb,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
N,,,N,N,N,N,N,N,PatentApplicationFiled,Patents,,Date patent application filed,NVARCHAR(100),Patent Application,FIRMOGRAPHICS,Other,,,BOOLEAN
N,,,N,N,N,N,N,N,PatentApplicationID,Patents,,Government issued ID for patent application,NVARCHAR(100),ID of Patent Application,FIRMOGRAPHICS,Other,,,ALPHA
N,,Y,N,N,N,N,N,N,Patents_Source_IsMatched,N/A,,Internal Source Match Attribute Patents,BIT,Internal Source Match Attribute Patents,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
N,,,N,N,N,N,N,N,PatentsAsOf,Patents,,Date of last update for patent content,DATETIME,Patents Collection Date,FIRMOGRAPHICS,Other,,,NUMERIC
Y,N,Y,N,N,N,Y,Y,N,PaymentProvidersTopAttributes,BuiltWith_Pivoted_Source,,A popular Payment Technology is detected in use,NVARCHAR(500),Has Top Payments Tech,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
N,,N,N,N,N,N,N,N,PercentileModel,Experian,,The percentage of businesses having scores below this business,FLOAT,Credit Percentile,FIRMOGRAPHICS,Other,RATIO,,NUMERIC
N,,N,N,N,N,N,N,N,RetirementAssetsEOY,FiftyFiveHundred_smallFirms,,Value of retirement plan assets,BIGINT,Retirement Plan Assets,FIRMOGRAPHICS,Other,RATIO,"{""geometric"": { ""minValue"":100000,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,N,N,N,N,N,N,N,RetirementAssetsYOY,FiftyFiveHundred_smallFirms,,Year over Year growth in retirement assets,BIGINT,Retirement Plan Assets Growth,FIRMOGRAPHICS,Other,RATIO,"{""geometric"": { ""minValue"":100000,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1,""includeNegatives"":""True""}}",NUMERIC
N,,Y,N,N,N,N,N,N,Semrush_IsMatched,N/A,,Internal Source Match Attribute SEM,BIT,Internal Source Match Attribute SEM,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
Y,N,Y,Y,Y,N,Y,Y,N,SemrushAdwordsCost,Semrush,Adwords_Cost,Estimated budget in $US spent on Google Adwords for the most recent month.,INT,Adwords Cost,ONLINE_PRESENCE,Other,RATIO,"{""geometric"": { ""minValue"":10,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",CURRENCY
Y,N,Y,N,N,N,Y,Y,N,SemrushAdwordsKeywords,Semrush,Adwords_Keywords,Count of keywords obtained for Adwords searching,INT,Adwords Keywords Count,ONLINE_PRESENCE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,SemrushAdwordsTraffic,Semrush,Adwords_Traffic,Traffic brought to the website via paid search results.,INT,Adwords Traffic,ONLINE_PRESENCE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,SemrushOrganicCost,Semrush,Organic_Cost,Estimated budget in $US spent on google adwords necessary to replace organic traffic.,INT,Organic Search Cost,WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":10,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",CURRENCY
Y,N,Y,N,N,N,Y,Y,N,SemrushOrganicKeywords,Semrush,Organic_Keywords,Count of keywords obtained for organic searching,INT,Organic Search Keywords Count,ONLINE_PRESENCE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,SemrushOrganicTraffic,Semrush,Organic_Traffic,Traffic brought to the website via organic search results,INT,Organic Search Traffic,ONLINE_PRESENCE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,WidgetsTopAttributes,BuiltWith_Pivoted_Source,,A popular website Widget Technology is detected in use,NVARCHAR(500),Has Top Widget Tech,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
Y,N,Y,N,N,N,Y,Y,N,SemrushRank,Semrush,Rank,Proprietary rating of a website's popularity showing on how well a website is optimized and how effectively it buys ads. Lower values indicate more popular websites.,INT,Search Engine Estimated Rank,ONLINE_PRESENCE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,SSLCertificatesTopAttributes,BuiltWith_Pivoted_Source,,A popular SSL Certificate is detected in use,NVARCHAR(500),Has Top SSL Tech,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
Y,N,Y,N,N,N,Y,Y,N,SystemAlert,BuiltWith_Pivoted_Source,,The company has recently updated its ecommerce technologies as on the company's website.,BIT,eCommerce Update,WEBSITE_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",ALPHA
N,,,N,N,N,N,N,N,Tech_Used,Orb,,Technologies detected on the company website,NVARCHAR(500),Detected Technologies,FIRMOGRAPHICS,Other,,,ALPHA
Y,N,Y,N,N,N,Y,Y,N,Total_Amount_Raised,Orb,,Total dollar amount raised by company via VC funding,INT,Total VC Funding,FIRMOGRAPHICS,Other,,,CURRENCY
N,,N,N,N,N,N,N,N,TotalParticipantsSOY,FiftyFiveHundred_smallFirms,,Number of participants in retirement program,BIGINT,Retirement Participants,FIRMOGRAPHICS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,Twitter_Followers,"Orb, Twitter",,Number of followers on a company's Twitter page,INT,Twitter: Total Followers,ONLINE_PRESENCE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,N,N,N,N,N,N,N,N,Twitter_Following,Twitter,,Number of Twitter Accounts Followed by the Company,INT,Twitter: Total Following,ONLINE_PRESENCE,Other,RATIO,,NUMERIC
N,,Y,N,N,N,N,N,N,Twitter_Source_IsMatched,N/A,,Internal Source Match Attribute Twitter,BIT,Internal Source Match Attribute Twitter,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
N,N,N,N,N,N,N,N,N,Twitter_Tweets,Twitter,,Number of Total Tweets on a Company's Twitter Page,INT,Twitter: Total Tweets,ONLINE_PRESENCE,Other,RATIO,,ALPHA
N,,N,N,N,N,N,N,N,UCCFilings,Experian,,Uniform Commercial Code Filings,FLOAT,UCC Filings,FIRMOGRAPHICS,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",ALPHA
N,,N,N,N,N,N,N,N,UCCFilingsPresent,Experian,,Uniform Commercial Code filings,NVARCHAR(10),UCC Filings,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
N,,Y,N,N,N,N,N,N,VC_Source_IsMatched,N/A,,Internal Source Match Attribute VC,BIT,Internal Source Match Attribute VC,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
N,N,N,N,N,N,N,N,N,VCAsOf,VC,,Date of last update for VC funding,DATETIME,Venture Capital Update Date,FIRMOGRAPHICS,Other,,,NUMERIC
Y,N,Y,N,N,N,Y,Y,N,WebMasterRegistrationsTopAttributes,BuiltWith_Pivoted_Source,,A popular Webmaster Registration is detected in use,NVARCHAR(500),Has Top Webmaster Registration,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
Y,N,Y,N,N,N,Y,Y,N,WebServersTopAttributes,BuiltWith_Pivoted_Source,,A popular Web Server Technology is detected in use,NVARCHAR(500),Has Top Web Services Tech,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
Y,N,Y,N,N,N,Y,Y,N,WebsiteDocumentStandardsTopAttributes,BuiltWith_Pivoted_Source,,A popular Document Standard is detected in use,NVARCHAR(500),Has Top Document Standards,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
Y,N,Y,N,N,N,Y,Y,N,WebsiteEncodingStandardsTopAttributes,BuiltWith_Pivoted_Source,,A popular Encoding Standard is detected in use,NVARCHAR(500),Has Top Encoding Standards,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
Y,N,Y,N,N,N,Y,Y,N,WebsiteFrameworksTopAttributes,BuiltWith_Pivoted_Source,,A popular Website Framework is detected in use,NVARCHAR(500),Has Top Website Framework,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
Y,N,N,N,N,N,Y,N,N,FeatureTermDRAM,Feature_Pivoted_Source,Term_DRAM,"Number of occurrences of the terms DRAM, DDR, LP-DDR on the organization's website",INT,"DRAM,DDR,LP-DDR ",WEBSITE_KEYWORDS,Memory Systems,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermFlash,Feature_Pivoted_Source,Term_Flash,"Number of occurrences of the terms EMMC, SD, UHS, UFS on the organization's website",INT,"EMMC,SD,UHS,UFS ",WEBSITE_KEYWORDS,Memory Systems,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermAutomotiveSerialBuses,Feature_Pivoted_Source,Term_Automotive_Serial_Buses,"Number of occurrences of the terms BroadR-Reach, SENT, GVIF, CAN, LIN, FlexRAY, MOST on the organization's website",INT,"BroadR-Reach,SENT,GVIF,CAN,LIN,FlexRAY,MOST ",WEBSITE_KEYWORDS,Serial Data Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermEthernet,Feature_Pivoted_Source,Term_Ethernet,"Number of occurrences of the terms 10Base-T, 100Base-TX, NBASE-T, 1G-BaseT, 10G-BaseT, 100G, 400G on the organization's website",INT,"10Base-T,100Base-TX,NBASE-T,1G-BaseT,10G-BaseT,100G,400G ",WEBSITE_KEYWORDS,Serial Data Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermDisplayInterface,Feature_Pivoted_Source,Term_Display_Interface,"Number of occurrences of the terms Thunderbolt, HDMI, DisplayPort on the organization's website",INT,"Thunderbolt,HDMI,DisplayPort ",WEBSITE_KEYWORDS,Serial Data Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermStorageInterface,Feature_Pivoted_Source,Term_Storage_Interface,"Number of occurrences of the terms SAS, SATA, INFINIBAND, XAUI, NVME, Fibrechannel on the organization's website",INT,"SAS,SATA,INFINIBAND,XAUI,NVME,Fibrechannel ",WEBSITE_KEYWORDS,Serial Data Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermEmbeddedSerialBuses,Feature_Pivoted_Source,Term_Embedded_Serial_Buses,"Number of occurrences of the terms I2C, SPI, RS-232 on the organization's website",INT,"I2C,SPI,RS-232 ",WEBSITE_KEYWORDS,Serial Data Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermMIPI,Feature_Pivoted_Source,Term_MIPI,"Number of occurrences of the terms DigRF, M-PHY, D-PHY, C-PHY, SSIC on the organization's website",INT,"DigRF,M-PHY,D-PHY,C-PHY,SSIC ",WEBSITE_KEYWORDS,Serial Data Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermPCIe,Feature_Pivoted_Source,Term_PCIe,"Number of occurrences of the terms PCIe,PCI Express on the organization's website",INT,"PCIe,PCI Express ",WEBSITE_KEYWORDS,Serial Data Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermSerialPeripheralBuses,Feature_Pivoted_Source,Term_Serial_Peripheral_Buses,"Number of occurrences of the terms USB1, USB2, Firewire, IEEE 1394 on the organization's website",INT,"USB1,USB2,Firewire,IEEE 1394 ",WEBSITE_KEYWORDS,Serial Data Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermUSB3x,Feature_Pivoted_Source,Term_USB_3x,"Number of occurrences of the terms Superspeed USB, USB DP, USB DM on the organization's website",INT,"Superspeed USB,USB DP,USB DM ",WEBSITE_KEYWORDS,Serial Data Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermPersonalAreaNetwork,Feature_Pivoted_Source,Term_Personal_Area_Network,"Number of occurrences of the terms Bluetooth, Zigbee, NFC on the organization's website",INT,"Bluetooth,Zigbee,NFC ",WEBSITE_KEYWORDS,Wireless/RF,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermCellular,Feature_Pivoted_Source,Term_Cellular,"Number of occurrences of the terms LTE, 4G, CDMA, GSM, GPRS on the organization's website",INT,"LTE,4G,CDMA,GSM,GPRS ",WEBSITE_KEYWORDS,Wireless/RF,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermRadioDesign,Feature_Pivoted_Source,Term_Radio_Design,Number of occurrences of the term Radio Design on the organization's website,INT,Radio Design ,WEBSITE_KEYWORDS,Wireless/RF,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
